customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-104428,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.23,672.76,No
CUST-104429,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,95.32,4297.96,No
CUST-104430,Female,0,Yes,No,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,84.88,2206.23,No
CUST-104431,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.09,597.87,No
CUST-104432,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.41,947.6,No
CUST-104433,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,115.44,7025.36,No
CUST-104434,Female,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.61,263.5,Yes
CUST-104435,Female,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),81.51,0.0,Yes
CUST-104436,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.12,1103.81,No
CUST-104437,Female,0,Yes,Yes,64,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,72.16,4506.29,No
CUST-104438,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.94,3613.7,No
CUST-104439,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,70.55,4293.88,No
CUST-104440,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,81.43,1194.38,No
CUST-104441,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,111.38,7780.3,No
CUST-104442,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.83,912.65,Yes
CUST-104443,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,68.99,133.53,Yes
CUST-104444,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,110.77,3818.95,No
CUST-104445,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.3,3030.99,Yes
CUST-104446,Male,1,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.66,1647.6,No
CUST-104447,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),96.36,1165.49,No
CUST-104448,Female,0,No,No,23,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),82.48,1843.49,No
CUST-104449,Female,1,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.6,2116.17,No
CUST-104450,Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.41,1644.11,Yes
CUST-104451,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,100.45,2643.06,No
CUST-104452,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.2,1672.86,Yes
CUST-104453,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,69.31,2873.72,No
CUST-104454,Female,0,No,Yes,42,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,84.97,3646.15,No
CUST-104455,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.3,2500.86,No
CUST-104456,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.63,331.58,No
CUST-104457,Male,0,Yes,No,70,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,62.2,4277.11,No
CUST-104458,Male,0,No,Yes,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.99,2727.64,No
CUST-104459,Female,1,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.64,1743.68,No
CUST-104460,Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,69.7,3663.7,Yes
CUST-104461,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.01,2368.12,No
CUST-104462,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.82,806.47,No
CUST-104463,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.0,2041.62,No
CUST-104464,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.26,716.73,No
CUST-104465,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,100.73,2018.67,Yes
CUST-104466,Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),75.42,3694.56,No
CUST-104467,Female,1,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.41,5252.47,No
CUST-104468,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),125.48,9117.62,No
CUST-104469,Female,0,No,Yes,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.27,3170.97,No
CUST-104470,Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),82.76,1372.96,No
CUST-104471,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.84,5063.05,Yes
CUST-104472,Male,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,59.6,3271.34,Yes
CUST-104473,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.72,1974.03,No
CUST-104474,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.31,4492.43,No
CUST-104475,Male,1,No,No,59,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,70.63,4037.69,No
CUST-104476,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.24,3101.93,No
CUST-104477,Male,1,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.18,7704.37,Yes
CUST-104478,Female,1,No,Yes,47,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.8,4377.55,No
CUST-104479,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.32,291.31,Yes
CUST-104480,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),57.15,673.71,Yes
CUST-104481,Male,1,No,No,36,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),76.24,2756.01,No
CUST-104482,Female,1,No,No,31,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),73.47,2349.27,No
CUST-104483,Male,1,No,No,59,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.93,5533.08,Yes
CUST-104484,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.19,4814.67,No
CUST-104485,Male,0,No,Yes,0,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,55.08,0.0,Yes
CUST-104486,Female,1,No,Yes,33,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,90.81,3128.2,No
CUST-104487,Male,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.61,1420.91,No
CUST-104488,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),97.6,6806.62,No
CUST-104489,Male,1,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.08,1740.57,No
CUST-104490,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,78.44,996.67,No
CUST-104491,Male,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),104.59,1424.95,Yes
CUST-104492,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),81.06,1924.41,No
CUST-104493,Male,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.0,1091.92,No
CUST-104494,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.91,291.73,Yes
CUST-104495,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,101.67,5650.65,No
CUST-104496,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.83,262.61,No
CUST-104497,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),97.98,395.4,No
CUST-104498,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.37,311.47,Yes
CUST-104499,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,104.87,973.1,Yes
CUST-104500,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),94.15,3691.03,No
CUST-104501,Female,1,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,93.42,5510.27,No
CUST-104502,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),76.01,5304.2,No
CUST-104503,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,98.57,5826.96,No
CUST-104504,Male,0,No,No,50,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,70.79,3657.9,No
CUST-104505,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.8,2141.31,No
CUST-104506,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),77.54,1659.68,Yes
CUST-104507,Female,0,No,No,30,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,84.27,2404.96,No
CUST-104508,Male,1,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,79.83,5209.86,Yes
CUST-104509,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.39,600.01,No
CUST-104510,Male,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.51,2133.71,No
CUST-104511,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,100.06,5689.61,No
CUST-104512,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.73,153.79,No
CUST-104513,Female,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,98.29,1639.19,No
CUST-104514,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,70.03,1557.96,No
CUST-104515,Female,0,No,No,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.1,6570.55,Yes
CUST-104516,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,102.14,3303.09,No
CUST-104517,Male,0,No,Yes,56,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),82.85,4866.05,No
CUST-104518,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,118.58,4954.65,Yes
CUST-104519,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),84.54,425.54,No
CUST-104520,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.55,1988.42,No
CUST-104521,Female,0,No,Yes,46,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,48.86,2160.61,No
CUST-104522,Female,1,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,106.33,6651.02,Yes
CUST-104523,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,101.44,6577.54,No
CUST-104524,Female,0,No,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,90.73,3800.27,Yes
CUST-104525,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.74,5832.16,Yes
CUST-104526,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.98,416.01,No
CUST-104527,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.49,4163.35,Yes
CUST-104528,Male,1,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.77,2970.98,No
CUST-104529,Female,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.15,862.23,No
CUST-104530,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.78,1297.49,No
CUST-104531,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.37,5173.64,No
CUST-104532,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),105.16,3064.19,Yes
CUST-104533,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,91.5,4236.9,No
CUST-104534,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),112.01,6235.46,Yes
CUST-104535,Female,1,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.34,4030.27,No
CUST-104536,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,107.32,2990.42,Yes
CUST-104537,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.48,700.01,No
CUST-104538,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,97.89,4606.88,No
CUST-104539,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,76.81,5139.42,No
CUST-104540,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,95.78,3224.24,Yes
CUST-104541,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.85,3026.28,No
CUST-104542,Female,1,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.18,5287.53,No
CUST-104543,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,107.82,2160.61,No
CUST-104544,Male,1,No,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),74.31,4189.56,No
CUST-104545,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),104.81,1804.88,No
CUST-104546,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.88,1281.2,Yes
CUST-104547,Female,1,Yes,Yes,20,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.18,1421.59,Yes
CUST-104548,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.08,236.15,Yes
CUST-104549,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),97.49,3093.17,Yes
CUST-104550,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.03,878.83,No
CUST-104551,Male,0,No,No,16,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,65.18,1036.18,No
CUST-104552,Male,1,No,No,55,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,85.81,4942.52,Yes
CUST-104553,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.99,1562.83,No
CUST-104554,Female,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.2,514.15,No
CUST-104555,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.16,587.76,No
CUST-104556,Male,0,No,No,59,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.72,4073.49,Yes
CUST-104557,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.42,740.63,No
CUST-104558,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.04,955.33,No
CUST-104559,Female,1,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,67.69,564.2,Yes
CUST-104560,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.56,5334.83,No
CUST-104561,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.43,1918.4,No
CUST-104562,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,96.7,5014.85,No
CUST-104563,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.7,2713.22,No
CUST-104564,Female,1,No,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,79.16,4451.86,No
CUST-104565,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.12,1159.47,Yes
CUST-104566,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.5,2885.58,Yes
CUST-104567,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),43.02,2241.2,No
CUST-104568,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.26,3198.27,No
CUST-104569,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),91.69,3326.72,No
CUST-104570,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.8,1774.41,Yes
CUST-104571,Male,0,No,Yes,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.95,3388.3,Yes
CUST-104572,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.81,4793.64,No
CUST-104573,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),70.33,138.19,Yes
CUST-104574,Female,1,No,No,19,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.31,1383.94,Yes
CUST-104575,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),97.68,3052.06,No
CUST-104576,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.74,1355.62,No
CUST-104577,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.86,593.01,Yes
CUST-104578,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.44,1467.01,Yes
CUST-104579,Male,1,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,72.19,2282.19,No
CUST-104580,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,98.59,3234.65,No
CUST-104581,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.9,1809.19,Yes
CUST-104582,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),94.24,481.05,No
CUST-104583,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.69,2058.42,No
CUST-104584,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.72,2017.16,No
CUST-104585,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,120.19,4888.11,Yes
CUST-104586,Male,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.15,2674.06,No
CUST-104587,Male,0,No,Yes,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,98.87,2570.71,Yes
CUST-104588,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,100.96,2220.25,Yes
CUST-104589,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),91.5,1679.03,Yes
CUST-104590,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.19,1908.76,No
CUST-104591,Male,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.13,6329.2,Yes
CUST-104592,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),73.88,3079.34,Yes
CUST-104593,Female,1,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,59.65,873.44,No
CUST-104594,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.39,2614.18,No
CUST-104595,Male,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,104.04,304.85,Yes
CUST-104596,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.69,3211.19,No
CUST-104597,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.96,690.29,Yes
CUST-104598,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.72,224.55,Yes
CUST-104599,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,105.6,7483.61,No
CUST-104600,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),114.63,717.35,Yes
CUST-104601,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.54,6053.63,No
CUST-104602,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),99.43,3989.82,Yes
CUST-104603,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.69,2349.54,No
CUST-104604,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.0,2332.85,No
CUST-104605,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),93.53,0.0,No
